Modulo,Proceso,Area,Accion,Problema,Solucion,CausaRaiz,CausaGeneral
"","Listado de Personal","Contratista","Borrar/Eliminar","BUEN DIA. SE HIZO EL REGISTRO DE UN COLABORADOR GUADALUPE AGUIRRE Y SE ASOCIO A PUENTE IXTLA. LUEGO NOS PERCATAMOS QUE EL NSS DE GUADALUPE SE VINCULO A OTRO COLABORADOR. FAVOR DE ELIMINAR EL REGISTRO DE JESUS FARFAN (POR QUE NO NOS PERMITE A NOSOTROS ELIMINARLO) PARA CONCLUIR EL REGISTRO DE GUADALUPE, MUESTRO EVIDENCIAS.","Problema: El usuario RESIDENTE1@NIEGOZ.COM no puede eliminar un registro antiguo para liberar un NSS.

Causa: Bloqueo de formulario por campos obligatorios vacíos. El usuario intentaba realizar una acción sin haber llenado la ""Fecha de Nacimiento"" (campo con asterisco), lo que deshabilita los botones de guardado.

Solución: Se instruyó al usuario a llenar primero los campos obligatorios (Fecha de Nacimiento) para que el sistema habilite la opción de guardar/eliminar y pueda proceder con la corrección.","Eliminación/Baja",""
"","Plan de rescate","Técnico de Seguridad","Revisión de información ingresada/sistema","El proveedor me comenta que ya subió la información del plan de rescate, sin embargo, no lo visualizo en mi portal","Problema: La usuaria rosalia.granados@kof.com no visualiza el Plan de Rescate (OC 8331051873).

Causa: Bloqueo por flujo secuencial. El usuario tiene pendientes de aprobación previos (Trabajador, Alcance, Actividades e IPERC) que impiden avanzar a la siguiente etapa.

Solución: Se explicó la lógica del flujo secuencial y se listaron los pasos exactos que debe aprobar para liberar el Plan de Rescate. Se adjuntó Guía Rápida de estatus de proyectos.","Capacitación","Incidencias de Usuario"
"","Alta de proyecto","Contratista","Modificar/editar","Favor de asociar el proyecto a planta Ixtacomitán, erroneamente se asoció a planta Villahermosa Cristal","Problema: El usuario asistente.ventas@montilla.com registró el proyecto en la UO incorrecta (Villahermosa en lugar de Ixtacomitán).

Causa: Error de captura del usuario durante el alta del proyecto.

Solución: Se realizó la migración manual del folio a la UO correcta (Ixtacomitán) en el sistema. Se notificó al usuario para que refresque su vista.","Datos (información incorrecta)","Incidencias de Usuario"
"","Documentación General","Contratista","Modificar/editar","La plataforma no me permite modificar la fecha de vigencia del IMSS en documentación general","Problema: El usuario seguridad.aux1@isacorporativo.mx no puede guardar cambios de vigencia IMSS (botón deshabilitado).

Causa: Formulario incompleto. El sistema bloquea la acción de guardar si faltan campos obligatorios (marcados con asterisco). Faltaba la ""Fecha de Nacimiento"".

Solución: Se explicó que deben llenarse todas las celdas con asterisco (*) para activar el botón de guardar.","Capacitación","Incidencias de Usuario"
"","Análisis IPERC / AST","Contratista","Revisión de información ingresada/sistema","Cargue una información para la matriz IPERC  que el técnico de seguridad no visualiza pero yo si.","Problema: El usuario raulservinramirez@outlook.com reporta que el técnico de CEDIS Sur no ve la IPERC (OC 5501111691).

Causa: Error de asignación de UO. El proyecto se registró en Puebla Sur, por lo que el técnico de CEDIS Sur no tiene permisos para verlo.

Solución: Se explicó la discrepancia de ubicación. Se solicitó al usuario confirmar la UO correcta para proceder con la migración del folio si es necesario. 28/01/2026 sin respuesta se cierra ticket","Datos (información incorrecta)","Incidencias de Usuario"
"","Plan de rescate","Contratista","Borrar/Eliminar","Me podría eliminar los archivos del apartado de (plan de rescate) de la O.C. 8331129155.","Problema: El usuario erika.rodriguez@netpoint.com.mx solicita borrar archivos del ""Plan de Rescate"" (OC 8331129155).

Causa: Petición del usuario para corregir carga de documentos.

Solución: Se eliminaron manualmente los archivos solicitados en la base de datos/sistema. Se instruyó al usuario refrescar la página para ver el espacio liberado.","Eliminación/Baja",""
"","Alta de proyecto","Técnico de Seguridad","Borrar/Eliminar","este proyecto no se ejecuto en esta bodega","Problema: El usuario ricardo.arellano@kof.com reporta que el proyecto (OC 5501155038) no se ejecutó en la unidad asignada.

Causa: Cancelación operativa por ubicación incorrecta o trabajos no realizados. Se requiere baja administrativa.

Solución: Se instruyó al usuario sobre cómo generar la ""Solicitud de Baja"" desde el Informe de Control de Proyectos y se compartió el video tutorial de soporte.","Eliminación/Baja",""
"","Otro","Contratista","Revisión de información ingresada/sistema","No se realiza de manera correcta la vinculación del colaborador LUIS JAVIER CONTRERAS CONTRERAS con NSS. 23169924703 al proyecto, los datos no aparecen.","Problema: El usuario ingdapsa@gmail.com reporta que el trabajador Luis Javier Contreras no se vincula al proyecto.

Causa: Discrepancia de percepción. El sistema muestra al trabajador ya asociado a la OC 4500464612 en Apizaco.

Solución: Se informó al usuario que el trabajador ya figura asociado a la OC 4500464612. Se solicitó confirmar si esa es la OC correcta o si intentan vincularlo a otro folio para diagnosticar el problema real.","Consulta informativa","Incidencias en Procesos/Administrativos"
"","Documentación General","Contratista","Revisión de información ingresada/sistema","CARGO LA INFORMACION. PERO NO CAMBIA EL STATUS","Problema: El usuario cavalconstrucciones19@gmail.com reporta que el estatus no avanza tras la carga de archivos.

Causa: El flujo requiere validación manual. Existían comentarios de rechazo previos por parte del técnico (Declaración vacía y SUA incorrecto) que el usuario no había atendido.

Solución: Se informaron los motivos específicos del rechazo para su corrección. Se puso en copia oculta (BCC) al Técnico de Seguridad de la unidad para notificarle y agilizar la futura validación.","Consulta informativa","Incidencias en Procesos/Administrativos"
"","Otro","Contratista","Consultas","Buen dia, necesito contartarme con alguna persona de soporte ,para tener retroalimentacion del portal sobre diferentes dudas.una de esas es quien me propporciona la declaracion juradaGracias","Problema: El usuario ana.rosales@cimaingenieros.com solicita la Declaración Jurada y soporte general.

Causa: Falta de conocimiento de la interfaz. El usuario no ubicaba la sección de ""Documentos Generales"" ni el material de capacitación. Posible falta de registro inicial.

Solución: Se indicó la ruta para descargar la Declaración Jurada (Sección Documentos Generales). Se proveyó el enlace de registro y se explicó el flujo (Registro Empresa -> Correo confirmación -> Creación Usuario). Se refirió al módulo de capacitación.","Capacitación","Incidencias de Usuario"
"","Plan de rescate","Técnico de Seguridad","Revisión de información ingresada/sistema","El proveedor me comenta que ya subió la información del plan de rescate, sin embargo, no lo visualizo en mi portal","Problema: La usuaria rosalia.granados@kof.com no visualiza el Plan de Rescate (OC 8331051873).

Causa: Bloqueo por flujo secuencial. Existen documentos y registros previos (Trabajador, Alcance, IPERC) pendientes de aprobación por parte del técnico.

Solución: Se explicó la lógica del flujo secuencial y se indicaron los tres pasos específicos que el usuario debe aprobar antes de poder acceder al Plan de Rescate.","Capacitación","Incidencias de Usuario"
"","Procedimiento Operativo (Alcance )","Técnico de Seguridad","Accesos (visualización/plataforma)","no se visualiza la información que el contratista ya tiene adjunto en la plataforma","Problema: El técnico no visualiza su alcance
Causa: No se han aprobado los documentos generales y el sistema candadea la visualización
Solución: Se notifica al técnico que debe primero aprobar la documentación general y dar seguimiento a su flujo de proceso para proceder con la visualización documental","Capacitación","Incidencias de Usuario"
"","Procedimiento Operativo (Alcance )","Contratista","Accesos (visualización/plataforma)","El tecnico de seguridad me indica que no visualiza el Procedimiento operativo de esta orden , por lo cual no puede aprobar la informacion. si esta no hubese sido cargada correctamente no se veria reflejado en mi perfil ni en el IPERC","Problema: El técnico de seguridad no visualiza el Procedimiento Operativo para aprobarlo (OC 8331133137). Reportado por un tercero (lorena.medrano).

Causa: Configuración de permisos incompleta en el perfil del técnico validador.

Solución: Se realizó la actualización de permisos del técnico en la plataforma. Se instruyó solicitar al usuario final que refresque su navegador.","Permisos/accesos","Incidencias Técnicas"
"","Procedimiento Operativo (Alcance )","Técnico de Seguridad","Accesos (visualización/plataforma)","El tecnico de seguridad me indica que no visualiza el Procedimiento operativo de esta orden , por lo cual no puede aprobar la informacion.","Problema: El técnico de seguridad no visualiza el Procedimiento Operativo para aprobarlo (OC 8331133137). Reportado por un tercero (lorena.medrano).

Causa: Configuración de permisos incompleta en el perfil del técnico validador.

Solución: Se realizó la actualización de permisos del técnico en la plataforma. Se instruyó solicitar al usuario final que refresque su navegador.","Permisos/accesos","Incidencias Técnicas"
"","Procedimiento Operativo (Alcance )","Técnico de Seguridad","Revisión de información ingresada/sistema","El provedor refiere ya haber cargado su desarrollo de actividades sin embargo dentro de mi perfil todavia me aparece en blanco sin modificaciones realizadas","Problema: El usuario daniela.suarez@kof.com reporta campo ""Desarrollo de Actividades"" en blanco, aunque el proveedor ya cargó la información (OC 8331133137).

Causa: Falta de refresco o sincronización en el informe de vista del usuario.

Solución: Se ejecutó una actualización técnica en el informe del sistema. Se instruyó al usuario a refrescar la página para visualizar los datos.","Permisos/accesos","Incidencias Técnicas"
"","Documentación General","Técnico de Seguridad","Accesos (visualización/plataforma)","No me carga la pagina principal, dice que ""esta vista no se compartio con usted"" ya reinicie el navegador, borre las cokis, reinicie la maquina, marca el mismo error. Esta misma pantalla me marca en todas las pestañas.","Problema: El usuario darwin.tosca@kof.com reporta error ""Vista no compartida"" en todas las pestañas de UO Cárdenas Cristal. Persiste tras limpieza de cookies/reinicio.

Causa: Falta de permisos de ""compartir"" (sharing permissions) activos en la cuenta del usuario para las vistas solicitadas.

Solución: Se actualizaron los permisos de visualización en la plataforma. Se instruyó al usuario a refrescar la página para aplicar el cambio.","Permisos/accesos","Incidencias Técnicas"
"","Procedimiento Operativo (Alcance )","Contratista","Otro","Al personal de seguridad de Mega Veracruz, no le aparece la información cargada referente a IPER, Procedimiento operativo y plan de respuesta de emergencia","Problema:
Al personal de seguridad de Mega Veracruz no le aparece la información de IPER, Procedimiento Operativo y Plan de Respuesta de Emergencia.

Causa:
Se revisó la plataforma y se confirmó que toda la documentación fue cargada correctamente por su área.

Solución / Comentario:
Su información está registrada correctamente en la plataforma. Para que el personal de seguridad pueda visualizar el Plan de Rescate, Alcance e IPERC, primero se debe completar la aprobación de la documentación general y de sus colaboradores. En caso de que persistan inconvenientes de visualización, solicitamos que el técnico de seguridad nos emita directamente un ticket para dar seguimiento puntual al caso.","Capacitación","Incidencias de Usuario"
